"sector","Variable","year","value","group","value0","USAGDPDEFAISMEI","label","scaled"
477,"Total Industry Output",2017,51154066.2033831,"Extrapolated",51154066.2033829,102.758144170279,"Coastal Industry Output [billion 2022$]",0.0603479797940749
478,"Total Industry Output",2018,7807418.90516526,"As recorded",7807418.90516526,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00900436503587683
478,"Total Employement",2018,80.460477525,"As recorded",80.460477525,105.112221863417,"Coastal Employment [thousands]",0.080460477525
478,"Total Personal Income",2018,2725467.2511134,"As recorded",2725467.2511134,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00314330540226512
478,"Total Industry Output",2019,9012646.23422609,"As recorded",9012646.23422609,106.876538692045,"Coastal Industry Output [billion 2022$]",0.0102227742748335
478,"Total Employement",2019,86.130112594,"As recorded",86.130112594,106.876538692045,"Coastal Employment [thousands]",0.086130112594
478,"Total Personal Income",2019,3292337.14390856,"As recorded",3292337.14390856,106.876538692045,"Coastal Personal Income [billion 2022$]",0.00373439926344976
478,"Total Industry Output",2020,7094743.45415705,"As recorded",7094743.45415705,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00794246530998035
478,"Total Employement",2020,70.782066508,"As recorded",70.782066508,108.287966074286,"Coastal Employment [thousands]",0.070782066508
478,"Total Personal Income",2020,2370834.01522069,"As recorded",2370834.01522069,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00265411526763219
478,"Total Industry Output",2021,6034602.27872948,"As recorded",6034602.27872948,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00645950062074699
478,"Total Employement",2021,49.406302786,"As recorded",49.406302786,113.252692384595,"Coastal Employment [thousands]",0.049406302786
478,"Total Personal Income",2021,1899261.56988921,"As recorded",1899261.56988921,113.252692384595,"Coastal Personal Income [billion 2022$]",0.00203298920508863
478,"Total Industry Output",2022,8543208.35850713,"As recorded",8543208.35850713,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00854320835850713
478,"Total Employement",2022,67.155703698,"As recorded",67.155703698,121.226851906731,"Coastal Employment [thousands]",0.067155703698
478,"Total Personal Income",2022,2616232.98520726,"As recorded",2616232.98520726,121.226851906731,"Coastal Personal Income [billion 2022$]",0.00261623298520726
478,"Total Personal Income",2012,1687527.32854616,"Extrapolated",1687527.32854617,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.0021364322370358
478,"Total Personal Income",2015,2052090.90766529,"Extrapolated",2052090.90766529,100,"Coastal Personal Income [billion 2022$]",0.00248768520562689
478,"Total Personal Income",2018,2725467.2511134,"Extrapolated",2725467.2511134,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00314330540226512
478,"Total Personal Income",2011,2876242.67252178,"Extrapolated",2876242.67252178,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.0037091701468301
478,"Total Personal Income",2013,2351121.89918134,"Extrapolated",2351121.89918134,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.00292674212964699
478,"Total Personal Income",2014,2127188.73026235,"Extrapolated",2127188.73026235,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.00260265559209864
478,"Total Personal Income",2016,2357418.43964945,"Extrapolated",2357418.43964945,100.950322501374,"Coastal Personal Income [billion 2022$]",0.00283092127874768
478,"Total Personal Income",2017,2502453.1432158,"Extrapolated",2502453.14321581,102.758144170279,"Coastal Personal Income [billion 2022$]",0.00295221871751065
478,"Total Employement",2012,61.6267636230497,"Extrapolated",61.6265527769535,95.7547924993229,"Coastal Employment [thousands]",0.0616267636230497
478,"Total Employement",2015,59.0611623750288,"Extrapolated",59.0609515289326,100,"Coastal Employment [thousands]",0.0590611623750288
478,"Total Employement",2018,80.460477525,"Extrapolated",80.4602666789037,105.112221863417,"Coastal Employment [thousands]",0.080460477525
478,"Total Employement",2011,87.167138182323,"Extrapolated",87.1669273362267,94.0042733837922,"Coastal Employment [thousands]",0.087167138182323
478,"Total Employement",2013,72.3282706858545,"Extrapolated",72.3280598397583,97.3844273465615,"Coastal Employment [thousands]",0.0723282706858545
478,"Total Employement",2014,64.6835902410911,"Extrapolated",64.6833793949949,99.0804906972909,"Coastal Employment [thousands]",0.0646835902410911
478,"Total Employement",2016,63.4780263201973,"Extrapolated",63.4778154741011,100.950322501374,"Coastal Employment [thousands]",0.0634780263201973
478,"Total Employement",2017,69.0746350271024,"Extrapolated",69.0744241810061,102.758144170279,"Coastal Employment [thousands]",0.0690746350271024
478,"Total Industry Output",2012,4301182.7554214,"Extrapolated",4301182.75542137,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.00544535507106803
478,"Total Industry Output",2015,5154591.01554724,"Extrapolated",5154591.01554721,100,"Coastal Industry Output [billion 2022$]",0.00624874841681511
478,"Total Industry Output",2018,7807418.90516526,"Extrapolated",7807418.90516523,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00900436503587683
478,"Total Industry Output",2011,6814382.96642881,"Extrapolated",6814382.96642879,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.00878775150289546
478,"Total Industry Output",2013,5435900.29053696,"Extrapolated",5435900.29053693,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.00676676032766082
478,"Total Industry Output",2014,5222038.23379298,"Extrapolated",5222038.23379295,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00638926241850574
478,"Total Industry Output",2016,5923932.12344256,"Extrapolated",5923932.12344253,100.950322501374,"Coastal Industry Output [billion 2022$]",0.00711379245196887
478,"Total Industry Output",2017,6561101.50803253,"Extrapolated",6561101.5080325,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00774032741912187
479,"Total Industry Output",2018,26032412.646608,"As recorded",26032412.646608,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0300234109482144
479,"Total Employement",2018,117.066692199,"As recorded",117.066692199,105.112221863417,"Coastal Employment [thousands]",0.117066692199
479,"Total Personal Income",2018,8241240.32652296,"As recorded",8241240.32652296,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0095046951047173
479,"Total Industry Output",2019,28005355.0419492,"As recorded",28005355.0419492,106.876538692045,"Coastal Industry Output [billion 2022$]",0.0317656341589447
479,"Total Employement",2019,127.900935355,"As recorded",127.900935355,106.876538692045,"Coastal Employment [thousands]",0.127900935355
479,"Total Personal Income",2019,9180204.12568055,"As recorded",9180204.12568055,106.876538692045,"Coastal Personal Income [billion 2022$]",0.010412830164945
479,"Total Industry Output",2020,30558249.1078099,"As recorded",30558249.1078099,108.287966074286,"Coastal Industry Output [billion 2022$]",0.0342095292156487
479,"Total Employement",2020,148.761554259,"As recorded",148.761554259,108.287966074286,"Coastal Employment [thousands]",0.148761554259
479,"Total Personal Income",2020,10339585.3987844,"As recorded",10339585.3987844,108.287966074286,"Coastal Personal Income [billion 2022$]",0.0115750201370997
479,"Total Industry Output",2021,39403246.3039292,"As recorded",39403246.3039292,113.252692384595,"Coastal Industry Output [billion 2022$]",0.0421776419063801
479,"Total Employement",2021,165.383860984,"As recorded",165.383860984,113.252692384595,"Coastal Employment [thousands]",0.165383860984
479,"Total Personal Income",2021,12241414.1086299,"As recorded",12241414.1086299,113.252692384595,"Coastal Personal Income [billion 2022$]",0.0131033361241106
479,"Total Industry Output",2022,41703354.5002936,"As recorded",41703354.5002936,121.226851906731,"Coastal Industry Output [billion 2022$]",0.0417033545002936
479,"Total Employement",2022,160.712061387,"As recorded",160.712061387,121.226851906731,"Coastal Employment [thousands]",0.160712061387
479,"Total Personal Income",2022,12112977.5334603,"As recorded",12112977.5334603,121.226851906731,"Coastal Personal Income [billion 2022$]",0.0121129775334603
479,"Total Personal Income",2012,4410441.20619443,"Extrapolated",4410441.20619439,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.0055836777355082
479,"Total Personal Income",2015,5758843.11657217,"Extrapolated",5758843.11657212,100,"Coastal Personal Income [billion 2022$]",0.00698126421646792
479,"Total Personal Income",2018,8241240.32652296,"Extrapolated",8241240.32652292,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0095046951047173
479,"Total Personal Income",2011,9903964.80127441,"Extrapolated",9903964.80127436,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.0127720414299865
479,"Total Personal Income",2013,3732033.37558876,"Extrapolated",3732033.37558872,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.0046457392589417
479,"Total Personal Income",2014,4993794.02744322,"Extrapolated",4993794.02744318,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.0061100013207154
479,"Total Personal Income",2016,5727454.31073399,"Extrapolated",5727454.31073395,100.950322501374,"Coastal Personal Income [billion 2022$]",0.00687785079161553
479,"Total Personal Income",2017,6736586.72247121,"Extrapolated",6736586.72247116,102.758144170279,"Coastal Personal Income [billion 2022$]",0.00794735256807091
479,"Total Employement",2012,107.149681821172,"Extrapolated",107.152320204454,95.7547924993229,"Coastal Employment [thousands]",0.107149681821172
479,"Total Employement",2015,103.29439042489,"Extrapolated",103.297028808172,100,"Coastal Employment [thousands]",0.10329439042489
479,"Total Employement",2018,117.066692199,"Extrapolated",117.069330582282,105.112221863417,"Coastal Employment [thousands]",0.117066692199
479,"Total Employement",2011,170.127697805181,"Extrapolated",170.130336188463,94.0042733837922,"Coastal Employment [thousands]",0.17012769780518
479,"Total Employement",2013,100.15593048936,"Extrapolated",100.158568872643,97.3844273465615,"Coastal Employment [thousands]",0.10015593048936
479,"Total Employement",2014,105.481384057853,"Extrapolated",105.484022441135,99.0804906972909,"Coastal Employment [thousands]",0.105481384057853
479,"Total Employement",2016,95.1010731233261,"Extrapolated",95.1037115066085,100.950322501374,"Coastal Employment [thousands]",0.0951010731233261
479,"Total Employement",2017,101.046782669523,"Extrapolated",101.049421052805,102.758144170279,"Coastal Employment [thousands]",0.101046782669523
479,"Total Industry Output",2012,20101768.3342141,"Extrapolated",20101768.3342143,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.0254491083872635
479,"Total Industry Output",2015,19321451.0134412,"Extrapolated",19321451.0134414,100,"Coastal Industry Output [billion 2022$]",0.023422786806296
479,"Total Industry Output",2018,26032412.646608,"Extrapolated",26032412.6466081,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0300234109482144
479,"Total Industry Output",2011,36126433.2913469,"Extrapolated",36126433.2913471,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.0465882413733289
479,"Total Industry Output",2013,18111335.5609547,"Extrapolated",18111335.5609548,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.0225454957605035
479,"Total Industry Output",2014,19400420.5166887,"Extrapolated",19400420.5166888,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.0237367809581228
479,"Total Industry Output",2016,19768284.3007874,"Extrapolated",19768284.3007876,100.950322501374,"Coastal Industry Output [billion 2022$]",0.0237388728832352
479,"Total Industry Output",2017,21193498.7506425,"Extrapolated",21193498.7506426,102.758144170279,"Coastal Industry Output [billion 2022$]",0.025002603493619
480,"Total Industry Output",2018,1522523.11708527,"As recorded",1522523.11708527,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00175593933005529
480,"Total Employement",2018,43.823286015,"As recorded",43.823286015,105.112221863417,"Coastal Employment [thousands]",0.043823286015
480,"Total Personal Income",2018,1240417.65510928,"As recorded",1240417.65510928,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00143058461435456
480,"Total Industry Output",2019,2202681.94092228,"As recorded",2202681.94092228,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00249843605264222
480,"Total Employement",2019,69.572679352,"As recorded",69.572679352,106.876538692045,"Coastal Employment [thousands]",0.069572679352
480,"Total Personal Income",2019,1883908.76834952,"As recorded",1883908.76834952,106.876538692045,"Coastal Personal Income [billion 2022$]",0.00213686120510092
480,"Total Industry Output",2020,1326952.37431453,"As recorded",1326952.37431453,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00148550448216896
480,"Total Employement",2020,45.428574545,"As recorded",45.428574545,108.287966074286,"Coastal Employment [thousands]",0.045428574545
480,"Total Personal Income",2020,1196734.17065309,"As recorded",1196734.17065309,108.287966074286,"Coastal Personal Income [billion 2022$]",0.0013397270383485
480,"Total Industry Output",2021,1902655.30685014,"As recorded",1902655.30685014,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00203662189619125
480,"Total Employement",2021,79.018113109,"As recorded",79.018113109,113.252692384595,"Coastal Employment [thousands]",0.079018113109
480,"Total Personal Income",2021,1757278.29670573,"As recorded",1757278.29670573,113.252692384595,"Coastal Personal Income [billion 2022$]",0.0018810088426881
480,"Total Industry Output",2022,1395948.81723433,"As recorded",1395948.81723433,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00139594881723433
